,g0,g1,g2,g5,h0
2016-06-25 02:00:00,0.7322042078892582,1.0448239408084277,0.5841290145362978,5.954894731405487,21.432206582445577
2016-06-25 03:00:00,0.7146919590787232,1.042819482408795,0.5588468027667554,6.402677768056986,20.502152884449945
2016-06-25 04:00:00,0.7423484983587755,1.038309451009622,0.5221326343709851,7.133871918219158,20.682427610052624
2016-06-25 05:00:00,0.7737424078118077,1.0959376299990558,0.7017462605946039,7.579698146261839,21.153600188332348
2016-06-25 06:00:00,0.8195518879320486,1.2006705813798526,1.0765825307430372,7.669385207499393,26.10296083669676
2016-06-25 07:00:00,1.2131503581493166,1.2808489173651516,1.044045423422235,7.391844519815178,38.148590229239296
2016-06-25 08:00:00,1.7166275114521972,1.5364173633182923,1.3039025913491842,5.916410828765373,52.59515119458113
2016-06-25 09:00:00,1.8794700689891841,2.071106641420255,2.144810939336139,4.433149903280288,63.813155710493184
2016-06-25 10:00:00,1.9262405871539054,2.425394663555295,2.7597182986353586,4.088751588128078,67.54566196103951
2016-06-25 11:00:00,1.9753603094273573,2.380795464163472,2.9272404322735435,4.017980343442444,70.11457680087769
2016-06-25 12:00:00,1.9270948431934438,1.9232778344473598,2.894703324952741,4.070161906344294,74.61734778809002
2016-06-25 13:00:00,1.6888641901672026,1.4998359975249995,2.89338425303433,3.302114527382691,72.10169593536173
2016-06-25 14:00:00,1.2583191462399035,1.3595239095507263,2.9114115692526124,2.4672095209530918,64.39904856870189
2016-06-25 15:00:00,0.9492920239369267,1.262307677168551,3.0112213444123714,2.545481865305867,60.78535975093912
2016-06-25 16:00:00,0.8242502961495091,1.2352474887735128,3.1996287834253963,2.531131935507858,59.35135625182692
2016-06-25 17:00:00,0.8047091892450708,1.1660936739861922,3.491143677394207,2.2907706113912116,61.031188922215506
2016-06-25 18:00:00,0.8397336868661407,1.1956594353807715,3.5762238161317104,2.002793611126627,68.20940072348574
2016-06-25 19:00:00,0.8508390153801385,1.182129341183252,3.425409926793397,1.917672436642985,73.90854034424312
2016-06-25 20:00:00,0.9033757618117435,1.1214944745943698,3.322742162477081,1.8537500220882186,70.83157855043379
2016-06-25 21:00:00,0.9114911941873571,1.2051806127790257,2.95867831299567,1.642740827103863,63.022405209554165
2016-06-25 22:00:00,0.8373844827574104,1.176617080584263,2.033789052869887,1.5416390489815286,60.87959426659506
2016-06-25 23:00:00,0.7693643456091739,1.135525683391797,1.318412382451704,1.592842207578969,51.07510748552218
2016-06-26 00:00:00,0.7084986027920707,1.079901962801996,1.0075511003461997,1.53772543176389,36.71458673012709
2016-06-26 01:00:00,0.6073760441117254,1.0358038780100816,0.7351627491943469,1.408902198349948,27.30752377595102
2016-06-26 02:00:00,0.5466170832995644,1.0438217116086115,0.5654421623588098,1.3727012390867896,22.321288751895146
2016-06-26 03:00:00,0.5134078797625133,1.0433205970087034,0.5252104688472772,1.4212953195391371,20.735690597162503
2016-06-26 04:00:00,0.49728379701622805,1.0373072218098058,0.49948856643826445,1.4649973784694368,20.477569967322307
2016-06-26 05:00:00,0.492798952808652,1.0984432029985962,0.7109797640234803,1.5501185529530797,19.981814471914944
2016-06-26 06:00:00,0.5016618592188617,1.1545680381883057,1.041187434265678,1.7386244489360123,21.030685602694156
2016-06-26 07:00:00,0.567332792258368,1.0187659816132053,0.8466243263000688,1.840052361826483,28.46292088094999
2016-06-26 08:00:00,0.5743804045845589,0.9300686974294684,0.8400289667080143,1.81852746712947,46.0806781557571
2016-06-26 09:00:00,0.6259561129716833,1.0112492626145837,1.5677169750313662,1.8446182485803948,65.65277734221141
2016-06-26 10:00:00,0.709032512816782,1.0433205970087034,2.2406634987406653,2.163251917049816,76.44877511409902
2016-06-26 11:00:00,0.7718203317228465,1.092930942399607,2.484252113007213,2.5210217576956246,84.29482283067009
2016-06-26 12:00:00,0.8256384622137589,1.2091895295782906,2.543390504015969,2.585270307018527,85.81076938687443
2016-06-26 13:00:00,0.8447524410984282,1.1771181951841712,2.5631765827921322,2.3057728107254936,71.85176961123075
2016-06-26 14:00:00,0.7797222000885756,1.1295123081928997,2.3934559959565953,2.0765000687254904,59.02768117631302
2016-06-26 15:00:00,0.684792997694883,1.1415390585906944,2.3974132117118283,2.156403086918948,50.9562900527386
2016-06-26 16:00:00,0.6420801957179685,1.1280089643931754,2.583842042847236,2.1665132647311816,44.404942638223126
2016-06-26 17:00:00,0.7208853153653759,1.2051806127790257,2.912071105211818,2.125420283945975,44.900698133630485
2016-06-26 18:00:00,0.80513631726484,1.1706037053853655,3.1378522485798186,1.9261519406145353,51.89044090358884
2016-06-26 19:00:00,0.8412286349353327,1.1966616645805876,3.1985295568267205,1.706663241658629,62.28491769572503
2016-06-26 20:00:00,0.8871448970605159,1.1726081637849979,3.0793733935302683,1.6606782393513742,65.31271365527908
