,G(i),H_sun,Int,P,T2m,WS10m,time
2016-10-09 04:00:00,0.0,0.0,0.0,0.0,13.4,1.2,2009-10-09 04:00:00
2016-10-09 05:00:00,0.0,0.0,0.0,0.0,13.36,1.06,2009-10-09 05:00:00
2016-10-09 06:00:00,34.86,5.51,0.0,16.84,13.31,0.91,2009-10-09 06:00:00
2016-10-09 07:00:00,173.68,14.91,0.0,131.19,14.21,0.77,2009-10-09 07:00:00
2016-10-09 08:00:00,518.8,23.3,0.0,417.24,15.1,0.63,2009-10-09 08:00:00
2016-10-09 09:00:00,239.53,30.1,0.0,186.9,15.99,0.48,2009-10-09 09:00:00
2016-10-09 10:00:00,241.79,34.6,0.0,188.48,15.94,0.44,2009-10-09 10:00:00
2016-10-09 11:00:00,128.03,36.16,0.0,92.67,15.89,0.4,2009-10-09 11:00:00
2016-10-09 12:00:00,237.66,34.51,0.0,185.01,15.85,0.36,2009-10-09 12:00:00
2016-10-09 13:00:00,441.65,29.94,0.0,353.99,15.99,0.42,2009-10-09 13:00:00
2016-10-09 14:00:00,114.21,23.09,0.0,81.06,16.14,0.48,2009-10-09 14:00:00
2016-10-09 15:00:00,48.82,14.66,0.0,28.1,16.29,0.54,2009-10-09 15:00:00
2016-10-09 16:00:00,39.41,5.24,0.0,20.17,15.72,0.57,2009-10-09 16:00:00
2016-10-09 17:00:00,0.0,0.0,0.0,0.0,15.16,0.6,2009-10-09 17:00:00
2016-10-09 18:00:00,0.0,0.0,0.0,0.0,14.59,0.63,2009-10-09 18:00:00
2016-10-09 19:00:00,0.0,0.0,0.0,0.0,13.79,1.0,2009-10-09 19:00:00
2016-10-09 20:00:00,0.0,0.0,0.0,0.0,12.99,1.37,2009-10-09 20:00:00
2016-10-09 21:00:00,0.0,0.0,0.0,0.0,12.19,1.74,2009-10-09 21:00:00
2016-10-09 22:00:00,0.0,0.0,0.0,0.0,12.09,1.66,2009-10-09 22:00:00
2016-10-09 23:00:00,0.0,0.0,0.0,0.0,11.99,1.58,2009-10-09 23:00:00
2016-10-10 00:00:00,0.0,0.0,0.0,0.0,11.89,1.5,2009-10-10 00:00:00
2016-10-10 01:00:00,0.0,0.0,0.0,0.0,12.4,1.42,2009-10-10 01:00:00
2016-10-10 02:00:00,0.0,0.0,0.0,0.0,12.9,1.33,2009-10-10 02:00:00
2016-10-10 03:00:00,0.0,0.0,0.0,0.0,13.41,1.24,2009-10-10 03:00:00
2016-10-10 04:00:00,0.0,0.0,0.0,0.0,13.29,1.27,2009-10-10 04:00:00
2016-10-10 05:00:00,0.0,0.0,0.0,0.0,13.17,1.31,2009-10-10 05:00:00
2016-10-10 06:00:00,27.06,5.27,0.0,12.04,13.04,1.34,2009-10-10 06:00:00
2016-10-10 07:00:00,58.03,14.65,0.0,35.78,13.57,1.34,2009-10-10 07:00:00
2016-10-10 08:00:00,113.29,23.01,0.0,81.28,14.09,1.34,2009-10-10 08:00:00
2016-10-10 09:00:00,68.16,29.78,0.0,43.7,14.61,1.34,2009-10-10 09:00:00
2016-10-10 10:00:00,46.97,34.24,0.0,26.98,14.48,1.6,2009-10-10 10:00:00
2016-10-10 11:00:00,74.6,35.78,0.0,49.04,14.35,1.87,2009-10-10 11:00:00
2016-10-10 12:00:00,120.66,34.13,0.0,87.6,14.22,2.14,2009-10-10 12:00:00
2016-10-10 13:00:00,68.16,29.57,0.0,43.83,14.26,2.32,2009-10-10 13:00:00
2016-10-10 14:00:00,103.16,22.73,0.0,72.82,14.31,2.51,2009-10-10 14:00:00
2016-10-10 15:00:00,114.81,14.32,0.0,82.69,14.36,2.69,2009-10-10 15:00:00
2016-10-10 16:00:00,37.14,4.91,0.0,18.66,13.71,2.42,2009-10-10 16:00:00
2016-10-10 17:00:00,0.0,0.0,0.0,0.0,13.06,2.16,2009-10-10 17:00:00
2016-10-10 18:00:00,0.0,0.0,0.0,0.0,12.41,1.89,2009-10-10 18:00:00
2016-10-10 19:00:00,0.0,0.0,0.0,0.0,12.25,1.8,2009-10-10 19:00:00
2016-10-10 20:00:00,0.0,0.0,0.0,0.0,12.09,1.71,2009-10-10 20:00:00
2016-10-10 21:00:00,0.0,0.0,0.0,0.0,11.93,1.63,2009-10-10 21:00:00
2016-10-10 22:00:00,0.0,0.0,0.0,0.0,11.7,1.49,2009-10-10 22:00:00
2016-10-10 23:00:00,0.0,0.0,0.0,0.0,11.48,1.34,2009-10-10 23:00:00
2016-10-11 00:00:00,0.0,0.0,0.0,0.0,11.25,1.2,2009-10-11 00:00:00
2016-10-11 01:00:00,0.0,0.0,0.0,0.0,11.04,1.21,2009-10-11 01:00:00
2016-10-11 02:00:00,0.0,0.0,0.0,0.0,10.82,1.22,2009-10-11 02:00:00
2016-10-11 03:00:00,0.0,0.0,0.0,0.0,10.61,1.23,2009-10-11 03:00:00
2016-10-11 04:00:00,0.0,0.0,0.0,0.0,10.47,1.28,2009-10-11 04:00:00
2016-10-11 05:00:00,0.0,0.0,0.0,0.0,10.34,1.33,2009-10-11 05:00:00
2016-10-11 06:00:00,76.09,5.02,0.0,41.34,10.2,1.38,2009-10-11 06:00:00
2016-10-11 07:00:00,281.84,14.38,0.0,224.76,10.67,1.42,2009-10-11 07:00:00
2016-10-11 08:00:00,508.37,22.72,0.0,420.67,11.14,1.45,2009-10-11 08:00:00
2016-10-11 09:00:00,631.94,29.45,0.0,519.53,11.61,1.49,2009-10-11 09:00:00
2016-10-11 10:00:00,412.27,33.88,0.0,340.0,11.92,1.69,2009-10-11 10:00:00
2016-10-11 11:00:00,294.91,35.4,0.0,239.34,12.22,1.89,2009-10-11 11:00:00
2016-10-11 12:00:00,474.26,33.74,0.0,396.24,12.53,2.1,2009-10-11 12:00:00
2016-10-11 13:00:00,775.66,29.19,0.0,632.05,12.76,2.16,2009-10-11 13:00:00
2016-10-11 14:00:00,179.34,22.38,0.0,139.16,13.0,2.23,2009-10-11 14:00:00
2016-10-11 15:00:00,86.46,13.98,0.0,59.17,13.24,2.29,2009-10-11 15:00:00
2016-10-11 16:00:00,18.42,4.58,0.0,6.69,12.63,2.04,2009-10-11 16:00:00
2016-10-11 17:00:00,0.0,0.0,0.0,0.0,12.03,1.79,2009-10-11 17:00:00
2016-10-11 18:00:00,0.0,0.0,0.0,0.0,11.42,1.54,2009-10-11 18:00:00
2016-10-11 19:00:00,0.0,0.0,0.0,0.0,11.17,1.77,2009-10-11 19:00:00
2016-10-11 20:00:00,0.0,0.0,0.0,0.0,10.91,1.99,2009-10-11 20:00:00
2016-10-11 21:00:00,0.0,0.0,0.0,0.0,10.66,2.21,2009-10-11 21:00:00
2016-10-11 22:00:00,0.0,0.0,0.0,0.0,10.63,2.22,2009-10-11 22:00:00
2016-10-11 23:00:00,0.0,0.0,0.0,0.0,10.61,2.23,2009-10-11 23:00:00
2016-10-12 00:00:00,0.0,0.0,0.0,0.0,10.58,2.23,2009-10-12 00:00:00
2016-10-12 01:00:00,0.0,0.0,0.0,0.0,10.86,2.97,2009-10-12 01:00:00
2016-10-12 02:00:00,0.0,0.0,0.0,0.0,11.13,3.71,2009-10-12 02:00:00
2016-10-12 03:00:00,0.0,0.0,0.0,0.0,11.41,4.46,2009-10-12 03:00:00
2016-10-12 04:00:00,0.0,0.0,0.0,0.0,10.43,5.25,2009-10-12 04:00:00
2016-10-12 05:00:00,0.0,0.0,0.0,0.0,9.45,6.05,2009-10-12 05:00:00
2016-10-12 06:00:00,43.68,4.77,0.0,22.02,8.47,6.84,2009-10-12 06:00:00
2016-10-12 07:00:00,333.14,14.12,0.0,274.53,8.22,5.94,2009-10-12 07:00:00
2016-10-12 08:00:00,227.9,22.43,0.0,187.19,7.96,5.05,2009-10-12 08:00:00
2016-10-12 09:00:00,291.49,29.12,0.0,244.18,7.7,4.15,2009-10-12 09:00:00
2016-10-12 10:00:00,269.29,33.53,0.0,223.86,7.7,4.45,2009-10-12 10:00:00
2016-10-12 11:00:00,418.39,35.02,0.0,357.5,7.7,4.75,2009-10-12 11:00:00
2016-10-12 12:00:00,90.26,33.36,0.0,64.23,7.7,5.05,2009-10-12 12:00:00
2016-10-12 13:00:00,39.61,28.82,0.0,22.2,7.71,5.34,2009-10-12 13:00:00
2016-10-12 14:00:00,92.1,22.02,0.0,65.85,7.72,5.64,2009-10-12 14:00:00
2016-10-12 15:00:00,80.44,13.64,0.0,55.82,7.74,5.93,2009-10-12 15:00:00
2016-10-12 16:00:00,35.67,4.26,0.0,18.04,7.23,5.86,2009-10-12 16:00:00
2016-10-12 17:00:00,0.0,0.0,0.0,0.0,6.73,5.79,2009-10-12 17:00:00
2016-10-12 18:00:00,0.0,0.0,0.0,0.0,6.23,5.72,2009-10-12 18:00:00
2016-10-12 19:00:00,0.0,0.0,0.0,0.0,5.98,5.5,2009-10-12 19:00:00
2016-10-12 20:00:00,0.0,0.0,0.0,0.0,5.72,5.27,2009-10-12 20:00:00
2016-10-12 21:00:00,0.0,0.0,0.0,0.0,5.47,5.05,2009-10-12 21:00:00
2016-10-12 22:00:00,0.0,0.0,0.0,0.0,5.29,4.81,2009-10-12 22:00:00
2016-10-12 23:00:00,0.0,0.0,0.0,0.0,5.1,4.58,2009-10-12 23:00:00
2016-10-13 00:00:00,0.0,0.0,0.0,0.0,4.92,4.34,2009-10-13 00:00:00
2016-10-13 01:00:00,0.0,0.0,0.0,0.0,4.71,4.3,2009-10-13 01:00:00
2016-10-13 02:00:00,0.0,0.0,0.0,0.0,4.49,4.25,2009-10-13 02:00:00
2016-10-13 03:00:00,0.0,0.0,0.0,0.0,4.28,4.21,2009-10-13 03:00:00
2016-10-13 04:00:00,0.0,0.0,0.0,0.0,4.32,4.23,2009-10-13 04:00:00
2016-10-13 05:00:00,0.0,0.0,0.0,0.0,4.37,4.26,2009-10-13 05:00:00
2016-10-13 06:00:00,40.15,4.53,0.0,20.03,4.41,4.29,2009-10-13 06:00:00
2016-10-13 07:00:00,169.26,13.85,0.0,134.3,4.94,4.47,2009-10-13 07:00:00
2016-10-13 08:00:00,309.79,22.13,0.0,264.03,5.47,4.66,2009-10-13 08:00:00
2016-10-13 09:00:00,754.38,28.8,0.0,651.48,6.0,4.84,2009-10-13 09:00:00
2016-10-13 10:00:00,436.24,33.17,0.0,376.48,6.04,4.74,2009-10-13 10:00:00
2016-10-13 11:00:00,348.49,34.65,0.0,297.4,6.08,4.64,2009-10-13 11:00:00
2016-10-13 12:00:00,505.36,32.98,0.0,437.03,6.13,4.54,2009-10-13 12:00:00
2016-10-13 13:00:00,332.64,28.45,0.0,283.92,5.94,4.37,2009-10-13 13:00:00
2016-10-13 14:00:00,542.11,21.67,0.0,470.1,5.75,4.2,2009-10-13 14:00:00
2016-10-13 15:00:00,58.03,13.31,0.0,37.34,5.57,4.03,2009-10-13 15:00:00
2016-10-13 16:00:00,16.58,3.94,0.0,5.82,5.09,3.95,2009-10-13 16:00:00
2016-10-13 17:00:00,0.0,0.0,0.0,0.0,4.62,3.87,2009-10-13 17:00:00
2016-10-13 18:00:00,0.0,0.0,0.0,0.0,4.15,3.79,2009-10-13 18:00:00
2016-10-13 19:00:00,0.0,0.0,0.0,0.0,4.13,3.67,2009-10-13 19:00:00
2016-10-13 20:00:00,0.0,0.0,0.0,0.0,4.11,3.54,2009-10-13 20:00:00
2016-10-13 21:00:00,0.0,0.0,0.0,0.0,4.09,3.42,2009-10-13 21:00:00
2016-10-13 22:00:00,0.0,0.0,0.0,0.0,4.12,3.58,2009-10-13 22:00:00
2016-10-13 23:00:00,0.0,0.0,0.0,0.0,4.14,3.73,2009-10-13 23:00:00
2016-10-14 00:00:00,0.0,0.0,0.0,0.0,4.17,3.89,2009-10-14 00:00:00
2016-10-14 01:00:00,0.0,0.0,0.0,0.0,3.8,3.83,2009-10-14 01:00:00
2016-10-14 02:00:00,0.0,0.0,0.0,0.0,3.44,3.77,2009-10-14 02:00:00
2016-10-14 03:00:00,0.0,0.0,0.0,0.0,3.07,3.71,2009-10-14 03:00:00
2016-10-14 04:00:00,0.0,0.0,0.0,0.0,2.7,3.34,2009-10-14 04:00:00
2016-10-14 05:00:00,0.0,0.0,0.0,0.0,2.33,2.97,2009-10-14 05:00:00
2016-10-14 06:00:00,12.89,4.28,0.0,3.66,1.95,2.59,2009-10-14 06:00:00
2016-10-14 07:00:00,133.08,13.58,0.0,103.35,2.21,2.54,2009-10-14 07:00:00
2016-10-14 08:00:00,333.12,21.84,0.0,286.91,2.47,2.48,2009-10-14 08:00:00
2016-10-14 09:00:00,345.59,28.47,0.0,297.68,2.72,2.43,2009-10-14 09:00:00
2016-10-14 10:00:00,824.64,32.82,0.0,705.33,2.85,2.76,2009-10-14 10:00:00
2016-10-14 11:00:00,673.05,34.27,0.0,583.04,2.98,3.1,2009-10-14 11:00:00
2016-10-14 12:00:00,550.42,32.61,0.0,480.1,3.12,3.43,2009-10-14 12:00:00
2016-10-14 13:00:00,69.08,28.09,0.0,47.08,3.48,3.44,2009-10-14 13:00:00
2016-10-14 14:00:00,58.03,21.32,0.0,37.64,3.85,3.45,2009-10-14 14:00:00
2016-10-14 15:00:00,54.34,12.98,0.0,34.51,4.22,3.46,2009-10-14 15:00:00
2016-10-14 16:00:00,27.29,3.62,0.0,12.36,3.36,3.23,2009-10-14 16:00:00
2016-10-14 17:00:00,0.0,0.0,0.0,0.0,2.51,3.0,2009-10-14 17:00:00
2016-10-14 18:00:00,0.0,0.0,0.0,0.0,1.65,2.77,2009-10-14 18:00:00
2016-10-14 19:00:00,0.0,0.0,0.0,0.0,1.37,2.59,2009-10-14 19:00:00
2016-10-14 20:00:00,0.0,0.0,0.0,0.0,1.08,2.41,2009-10-14 20:00:00
2016-10-14 21:00:00,0.0,0.0,0.0,0.0,0.8,2.23,2009-10-14 21:00:00
2016-10-14 22:00:00,0.0,0.0,0.0,0.0,0.69,2.26,2009-10-14 22:00:00
2016-10-14 23:00:00,0.0,0.0,0.0,0.0,0.57,2.29,2009-10-14 23:00:00
2016-10-15 00:00:00,0.0,0.0,0.0,0.0,0.46,2.32,2009-10-15 00:00:00
2016-10-15 01:00:00,0.0,0.0,0.0,0.0,0.36,2.3,2009-10-15 01:00:00
2016-10-15 02:00:00,0.0,0.0,0.0,0.0,0.25,2.29,2009-10-15 02:00:00
2016-10-15 03:00:00,0.0,0.0,0.0,0.0,0.15,2.28,2009-10-15 03:00:00
2016-10-15 04:00:00,0.0,0.0,0.0,0.0,0.06,2.26,2009-10-15 04:00:00
2016-10-15 05:00:00,0.0,0.0,0.0,0.0,-0.03,2.25,2009-10-15 05:00:00
2016-10-15 06:00:00,48.64,4.03,0.0,25.18,-0.12,2.23,2009-10-15 06:00:00
2016-10-15 07:00:00,271.74,13.31,0.0,227.31,0.43,2.09,2009-10-15 07:00:00
2016-10-15 08:00:00,378.95,21.55,0.0,329.42,0.98,1.95,2009-10-15 08:00:00
2016-10-15 09:00:00,318.59,28.15,0.0,273.94,1.53,1.81,2009-10-15 09:00:00
2016-10-15 10:00:00,389.07,32.46,0.0,336.65,2.05,2.08,2009-10-15 10:00:00
2016-10-15 11:00:00,322.2,33.9,0.0,275.95,2.56,2.36,2009-10-15 11:00:00
2016-10-15 12:00:00,209.25,32.23,0.0,172.74,3.08,2.63,2009-10-15 12:00:00
2016-10-15 13:00:00,675.19,27.72,0.0,583.56,3.26,2.71,2009-10-15 13:00:00
2016-10-15 14:00:00,145.29,20.98,0.0,114.77,3.44,2.79,2009-10-15 14:00:00
2016-10-15 15:00:00,76.16,12.65,0.0,53.1,3.63,2.87,2009-10-15 15:00:00
2016-10-15 16:00:00,4.61,3.3,0.0,0.0,2.96,2.71,2009-10-15 16:00:00
2016-10-15 17:00:00,0.0,0.0,0.0,0.0,2.3,2.55,2009-10-15 17:00:00
2016-10-15 18:00:00,0.0,0.0,0.0,0.0,1.64,2.39,2009-10-15 18:00:00
2016-10-15 19:00:00,0.0,0.0,0.0,0.0,1.51,2.23,2009-10-15 19:00:00
2016-10-15 20:00:00,0.0,0.0,0.0,0.0,1.38,2.06,2009-10-15 20:00:00
2016-10-15 21:00:00,0.0,0.0,0.0,0.0,1.25,1.9,2009-10-15 21:00:00
2016-10-15 22:00:00,0.0,0.0,0.0,0.0,1.19,1.75,2009-10-15 22:00:00
2016-10-15 23:00:00,0.0,0.0,0.0,0.0,1.13,1.59,2009-10-15 23:00:00
2016-10-16 00:00:00,0.0,0.0,0.0,0.0,1.07,1.43,2009-10-16 00:00:00
2016-10-16 01:00:00,0.0,0.0,0.0,0.0,0.73,1.24,2009-10-16 01:00:00
2016-10-16 02:00:00,0.0,0.0,0.0,0.0,0.39,1.05,2009-10-16 02:00:00
2016-10-16 03:00:00,0.0,0.0,0.0,0.0,0.05,0.86,2009-10-16 03:00:00
2016-10-16 04:00:00,0.0,0.0,0.0,0.0,-0.03,1.01,2009-10-16 04:00:00
2016-10-16 05:00:00,0.0,0.0,0.0,0.0,-0.11,1.17,2009-10-16 05:00:00
2016-10-16 06:00:00,13.82,3.78,0.0,4.26,-0.19,1.32,2009-10-16 06:00:00
2016-10-16 07:00:00,73.43,13.05,0.0,51.21,1.09,1.37,2009-10-16 07:00:00
2016-10-16 08:00:00,452.43,21.25,0.0,390.39,2.36,1.41,2009-10-16 08:00:00
2016-10-16 09:00:00,251.9,27.82,0.0,210.67,3.63,1.45,2009-10-16 09:00:00
2016-10-16 10:00:00,363.96,32.11,0.0,310.32,4.26,1.72,2009-10-16 10:00:00
2016-10-16 11:00:00,264.04,33.53,0.0,220.33,4.88,1.99,2009-10-16 11:00:00
2016-10-16 12:00:00,286.0,31.86,0.0,239.9,5.51,2.26,2009-10-16 12:00:00
2016-10-16 13:00:00,72.76,27.36,0.0,49.59,5.95,2.46,2009-10-16 13:00:00
2016-10-16 14:00:00,32.24,20.63,0.0,16.69,6.39,2.66,2009-10-16 14:00:00
2016-10-16 15:00:00,36.84,12.32,0.0,20.14,6.84,2.86,2009-10-16 15:00:00
2016-10-16 16:00:00,4.61,2.99,0.0,0.0,5.93,2.72,2009-10-16 16:00:00
2016-10-16 17:00:00,0.0,0.0,0.0,0.0,5.03,2.58,2009-10-16 17:00:00
2016-10-16 18:00:00,0.0,0.0,0.0,0.0,4.12,2.44,2009-10-16 18:00:00
2016-10-16 19:00:00,0.0,0.0,0.0,0.0,4.02,2.68,2009-10-16 19:00:00
2016-10-16 20:00:00,0.0,0.0,0.0,0.0,3.92,2.92,2009-10-16 20:00:00
2016-10-16 21:00:00,0.0,0.0,0.0,0.0,3.82,3.16,2009-10-16 21:00:00
2016-10-16 22:00:00,0.0,0.0,0.0,0.0,4.07,3.29,2009-10-16 22:00:00
2016-10-16 23:00:00,0.0,0.0,0.0,0.0,4.33,3.43,2009-10-16 23:00:00
2016-10-17 00:00:00,0.0,0.0,0.0,0.0,4.58,3.56,2009-10-17 00:00:00
2016-10-17 01:00:00,0.0,0.0,0.0,0.0,4.3,3.36,2009-10-17 01:00:00
2016-10-17 02:00:00,0.0,0.0,0.0,0.0,4.03,3.15,2009-10-17 02:00:00
2016-10-17 03:00:00,0.0,0.0,0.0,0.0,3.75,2.95,2009-10-17 03:00:00
2016-10-17 04:00:00,0.0,0.0,0.0,0.0,3.68,2.91,2009-10-17 04:00:00
2016-10-17 05:00:00,0.0,0.0,0.0,0.0,3.61,2.88,2009-10-17 05:00:00
2016-10-17 06:00:00,2.76,3.53,0.0,0.0,3.54,2.84,2009-10-17 06:00:00
2016-10-17 07:00:00,23.95,12.78,0.0,10.84,3.82,3.14,2009-10-17 07:00:00
2016-10-17 08:00:00,38.68,20.96,0.0,21.88,4.09,3.45,2009-10-17 08:00:00
2016-10-17 09:00:00,53.42,27.5,0.0,33.73,4.36,3.75,2009-10-17 09:00:00
2016-10-17 10:00:00,62.63,31.76,0.0,41.46,4.16,3.86,2009-10-17 10:00:00
2016-10-17 11:00:00,69.08,33.16,0.0,46.99,3.95,3.96,2009-10-17 11:00:00
2016-10-17 12:00:00,80.13,31.49,0.0,56.57,3.75,4.07,2009-10-17 12:00:00
2016-10-17 13:00:00,142.09,27.01,0.0,111.63,3.79,3.68,2009-10-17 13:00:00
2016-10-17 14:00:00,177.7,20.3,0.0,144.43,3.83,3.29,2009-10-17 14:00:00
2016-10-17 15:00:00,57.1,12.0,0.0,36.86,3.87,2.9,2009-10-17 15:00:00
2016-10-17 16:00:00,1.84,2.68,0.0,0.0,3.49,2.52,2009-10-17 16:00:00
2016-10-17 17:00:00,0.0,0.0,0.0,0.0,3.12,2.15,2009-10-17 17:00:00
2016-10-17 18:00:00,0.0,0.0,0.0,0.0,2.75,1.78,2009-10-17 18:00:00
2016-10-17 19:00:00,0.0,0.0,0.0,0.0,2.68,1.64,2009-10-17 19:00:00
2016-10-17 20:00:00,0.0,0.0,0.0,0.0,2.6,1.49,2009-10-17 20:00:00
2016-10-17 21:00:00,0.0,0.0,0.0,0.0,2.53,1.35,2009-10-17 21:00:00
2016-10-17 22:00:00,0.0,0.0,0.0,0.0,2.52,1.26,2009-10-17 22:00:00
2016-10-17 23:00:00,0.0,0.0,0.0,0.0,2.52,1.18,2009-10-17 23:00:00
2016-10-18 00:00:00,0.0,0.0,0.0,0.0,2.51,1.09,2009-10-18 00:00:00
2016-10-18 01:00:00,0.0,0.0,0.0,0.0,2.32,1.06,2009-10-18 01:00:00
2016-10-18 02:00:00,0.0,0.0,0.0,0.0,2.12,1.03,2009-10-18 02:00:00
2016-10-18 03:00:00,0.0,0.0,0.0,0.0,1.93,0.99,2009-10-18 03:00:00
2016-10-18 04:00:00,0.0,0.0,0.0,0.0,1.83,1.21,2009-10-18 04:00:00
2016-10-18 05:00:00,0.0,0.0,0.0,0.0,1.73,1.43,2009-10-18 05:00:00
2016-10-18 06:00:00,12.89,3.28,0.0,3.67,1.63,1.66,2009-10-18 06:00:00
2016-10-18 07:00:00,51.58,12.51,0.0,32.52,2.19,1.9,2009-10-18 07:00:00
2016-10-18 08:00:00,107.04,20.66,0.0,80.46,2.75,2.14,2009-10-18 08:00:00
2016-10-18 09:00:00,104.08,27.18,0.0,77.61,3.31,2.39,2009-10-18 09:00:00
2016-10-18 10:00:00,43.29,31.41,0.0,25.6,3.4,2.51,2009-10-18 10:00:00
2016-10-18 11:00:00,152.89,32.8,0.0,121.25,3.48,2.63,2009-10-18 11:00:00
2016-10-18 12:00:00,167.83,31.12,0.0,134.74,3.57,2.76,2009-10-18 12:00:00
2016-10-18 13:00:00,59.87,26.65,0.0,39.18,3.78,2.84,2009-10-18 13:00:00
2016-10-18 14:00:00,48.82,19.96,0.0,30.0,3.99,2.92,2009-10-18 14:00:00
2016-10-18 15:00:00,41.45,11.68,0.0,24.04,4.21,3.01,2009-10-18 15:00:00
2016-10-18 16:00:00,1.84,2.38,0.0,0.0,3.43,2.53,2009-10-18 16:00:00
2016-10-18 17:00:00,0.0,0.0,0.0,0.0,2.65,2.06,2009-10-18 17:00:00
2016-10-18 18:00:00,0.0,0.0,0.0,0.0,1.87,1.59,2009-10-18 18:00:00
2016-10-18 19:00:00,0.0,0.0,0.0,0.0,1.92,1.47,2009-10-18 19:00:00
2016-10-18 20:00:00,0.0,0.0,0.0,0.0,1.97,1.36,2009-10-18 20:00:00
2016-10-18 21:00:00,0.0,0.0,0.0,0.0,2.02,1.24,2009-10-18 21:00:00
2016-10-18 22:00:00,0.0,0.0,0.0,0.0,2.05,1.15,2009-10-18 22:00:00
2016-10-18 23:00:00,0.0,0.0,0.0,0.0,2.07,1.06,2009-10-18 23:00:00
2016-10-19 00:00:00,0.0,0.0,0.0,0.0,2.1,0.97,2009-10-19 00:00:00
2016-10-19 01:00:00,0.0,0.0,0.0,0.0,1.0,1.25,2009-10-19 01:00:00
2016-10-19 02:00:00,0.0,0.0,0.0,0.0,-0.09,1.53,2009-10-19 02:00:00
2016-10-19 03:00:00,0.0,0.0,0.0,0.0,-1.19,1.81,2009-10-19 03:00:00
2016-10-19 04:00:00,0.0,0.0,0.0,0.0,-1.61,1.92,2009-10-19 04:00:00
2016-10-19 05:00:00,0.0,0.0,0.0,0.0,-2.02,2.04,2009-10-19 05:00:00
2016-10-19 06:00:00,15.62,3.03,0.0,4.85,-2.44,2.15,2009-10-19 06:00:00
2016-10-19 07:00:00,86.36,12.24,0.0,62.82,-0.21,1.93,2009-10-19 07:00:00
2016-10-19 08:00:00,206.01,20.37,0.0,170.88,2.02,1.71,2009-10-19 08:00:00
2016-10-19 09:00:00,360.04,26.85,0.0,307.17,4.24,1.49,2009-10-19 09:00:00
2016-10-19 10:00:00,381.71,31.06,0.0,323.52,5.36,1.26,2009-10-19 10:00:00
2016-10-19 11:00:00,525.87,32.43,0.0,442.97,6.48,1.04,2009-10-19 11:00:00
2016-10-19 12:00:00,633.42,30.76,0.0,525.92,7.6,0.81,2009-10-19 12:00:00
2016-10-19 13:00:00,718.99,26.3,0.0,593.37,7.78,0.91,2009-10-19 13:00:00
2016-10-19 14:00:00,373.47,19.63,0.0,312.96,7.96,1.02,2009-10-19 14:00:00
2016-10-19 15:00:00,71.21,11.37,0.0,47.65,8.15,1.12,2009-10-19 15:00:00
2016-10-19 16:00:00,7.37,2.08,0.0,0.71,6.61,1.25,2009-10-19 16:00:00
2016-10-19 17:00:00,0.0,0.0,0.0,0.0,5.07,1.38,2009-10-19 17:00:00
2016-10-19 18:00:00,0.0,0.0,0.0,0.0,3.53,1.52,2009-10-19 18:00:00
2016-10-19 19:00:00,0.0,0.0,0.0,0.0,2.85,1.81,2009-10-19 19:00:00
2016-10-19 20:00:00,0.0,0.0,0.0,0.0,2.16,2.11,2009-10-19 20:00:00
2016-10-19 21:00:00,0.0,0.0,0.0,0.0,1.48,2.4,2009-10-19 21:00:00
2016-10-19 22:00:00,0.0,0.0,0.0,0.0,1.58,2.65,2009-10-19 22:00:00
2016-10-19 23:00:00,0.0,0.0,0.0,0.0,1.68,2.9,2009-10-19 23:00:00
2016-10-20 00:00:00,0.0,0.0,0.0,0.0,1.78,3.14,2009-10-20 00:00:00
2016-10-20 01:00:00,0.0,0.0,0.0,0.0,1.69,3.19,2009-10-20 01:00:00
2016-10-20 02:00:00,0.0,0.0,0.0,0.0,1.6,3.24,2009-10-20 02:00:00
2016-10-20 03:00:00,0.0,0.0,0.0,0.0,1.51,3.28,2009-10-20 03:00:00
2016-10-20 04:00:00,0.0,0.0,0.0,0.0,1.47,3.25,2009-10-20 04:00:00
2016-10-20 05:00:00,0.0,0.0,0.0,0.0,1.43,3.21,2009-10-20 05:00:00
2016-10-20 06:00:00,6.45,2.78,0.0,0.36,1.38,3.17,2009-10-20 06:00:00
2016-10-20 07:00:00,86.21,11.97,0.0,61.62,3.48,3.1,2009-10-20 07:00:00
2016-10-20 08:00:00,146.22,20.08,0.0,114.52,5.57,3.03,2009-10-20 08:00:00
2016-10-20 09:00:00,237.44,26.53,0.0,195.06,7.66,2.97,2009-10-20 09:00:00
2016-10-20 10:00:00,230.5,30.71,0.0,187.14,8.9,2.65,2009-10-20 10:00:00
2016-10-20 11:00:00,380.75,32.07,0.0,317.52,10.14,2.33,2009-10-20 11:00:00
2016-10-20 12:00:00,923.07,30.4,0.0,743.93,11.39,2.01,2009-10-20 12:00:00
2016-10-20 13:00:00,793.76,25.95,0.0,648.03,11.37,1.84,2009-10-20 13:00:00
2016-10-20 14:00:00,584.05,19.3,0.0,483.62,11.35,1.67,2009-10-20 14:00:00
2016-10-20 15:00:00,152.44,11.06,0.0,115.82,11.33,1.5,2009-10-20 15:00:00
2016-10-20 16:00:00,0.0,1.78,0.0,0.0,9.88,1.82,2009-10-20 16:00:00
2016-10-20 17:00:00,0.0,0.0,0.0,0.0,8.43,2.13,2009-10-20 17:00:00
2016-10-20 18:00:00,0.0,0.0,0.0,0.0,6.98,2.44,2009-10-20 18:00:00
